Grade,Subject,Unit #,Unit Title,Unit Objective,Skills Tested,Lesson 1 Title,Lesson 1 Bloom,Lesson 2 Title,Lesson 2 Bloom,Lesson 3 Title,Lesson 3 Bloom,Lesson 4 Title,Lesson 4 Bloom,Lesson 5 Title,Lesson 5 Bloom,Lesson 6 Title,Lesson 6 Bloom,Lesson 7 Title,Lesson 7 Bloom,Lesson 8 Title,Lesson 8 Bloom,Lesson 9 Title,Lesson 9 Bloom,Lesson 10 Title,Lesson 10 Bloom,Lesson 11 Title,Lesson 11 Bloom,Lesson 12 Title,Lesson 12 Bloom,Lesson 13 Title,Lesson 13 Bloom,Lesson 14 Title,Lesson 14 Bloom,Lesson 15 Title,Lesson 15 Bloom,Lesson 16 Title,Lesson 16 Bloom,Lesson 17 Title,Lesson 17 Bloom,Lesson 18 Title,Lesson 18 Bloom,Lesson 19 Title,Lesson 19 Bloom,Lesson 20 Title,Lesson 20 Bloom
1,SEL,5,Solving Small Problems,Use simple steps to solve everyday social conflicts.,"problem solving, communication, decision making",What Is a Small Problem?,Remember,Big Problem or Small Problem?,Understand,Steps to Solve a Problem,Understand,Using Words Instead of Hands,Apply,Practice Saying: “I feel… I need…”,Apply,Storytime: A Problem Gets Solved,Understand,Role Play: Solving Playground Problems,Apply,Draw a Small Problem and Two Possible Solutions,Create,Partner Scenario Swaps,Apply,Sorting: Helpful vs. Hurtful Reactions,Analyze,Acting Out Peaceful Choices,Apply,Let’s Make a Class Peace Plan,Create,What Would You Do? Problem Edition,Analyze,Writing About a Problem I Solved,Create,Problem-Solving Toolbox: Our Favorite Strategies,Create,Partner Reflection: How Did We Fix It?,Reflect,Making a Plan Before Acting,Apply,Class Discussion: Why Solving Problems Matters,Evaluate,Problem Solvers of the Week Celebration,Reflect,We Can Solve It! Showcase,Reflect
1,SEL,6,Being a Good Friend,"Practice empathy, sharing, and including others.","empathy, inclusion, friendship skills",What Makes a Good Friend?,Remember,Kind or Unkind? Friendship Edition,Understand,Including Others in Play,Apply,Saying “Can I Play With You?” Practice,Apply,Storytime: Friends Who Help Each Other,Understand,Partner Game: Practicing Turn-Taking,Apply,Drawing a Scene of Friendship,Apply,Friendship Charades,Apply,Compliment a Friend Activity,Apply,Build a Friendship Flower (Each Petal = Kind Action),Create,"Friendship Role Play (Helping, Sharing, Listening)",Analyze,Write or Dictate a Friendship Promise,Create,Interview a Friend: What Do You Like About Them?,Apply,Sorting: Friendship Builders vs. Friendship Breakers,Analyze,Our Class Friendship Web,Create,Partner Reflection: When I Felt Included,Reflect,A Time I Was a Good Friend,Reflect,Design a “Be a Buddy” Poster,Create,Friendship Circle Celebration,Reflect,Kindness & Friendship Awards,Reflect
1,SEL,7,Understanding Other Perspectives,Notice and respect different viewpoints and feelings.,"perspective-taking, compassion, empathy",What Is a Perspective?,Remember,Seeing Things in a New Way,Remember,How Do Others Feel?,Understand,"Same Situation, Different Feelings",Understand,Perspective Detective: Guess the Feeling,Apply,"Storytime: Two Characters, Two Views",Understand,Walk in Their Shoes (Role Play),Apply,Drawing Two Sides of a Situation,Analyze,Partner Discussion: What Would You Do?,Apply,Practicing Listening Without Interrupting,Apply,Perspective-Taking Sorting Game,Analyze,"Write or Dictate: “I See It This Way, You See It That Way”",Create,Empathy Circle: How Might They Feel?,Apply,Comparing Reactions Activity,Analyze,Create a Kind Response Poster,Create,Reflect on a Time You Changed Your Mind,Reflect,Compliment Someone You Disagree With,Apply,Partner Project: Present Both Sides of a Story,Evaluate,What We Learned About Seeing Differently,Reflect,Celebrating New Ways of Understanding Others,Reflect
1,SEL,8,Using Our Words,Express feelings and needs clearly and kindly.,"communication, emotional expression, boundaries",Why Words Matter,Remember,What Happens When We Don’t Use Our Words?,Understand,Using “I” Statements to Express Feelings,Apply,Kind vs. Unkind Words Activity,Understand,Practicing “I Feel… I Need…” Sentences,Apply,Role Play: Asking for Help Politely,Apply,Partner Practice: Clear and Kind Requests,Apply,Read-Aloud: A Character Who Found Their Voice,Understand,Drawing a Time You Used Your Words Well,Apply,Sorting: Helpful Words vs. Hurtful Words,Analyze,Writing About a Time You Spoke Up,Create,Practicing Boundaries: What’s Okay to Say?,Analyze,Voice Volume and Tone Practice,Apply,Create a “Power of Words” Poster,Create,Compliment Challenge,Apply,Reflecting on a Time Someone Used Kind Words with You,Reflect,Practicing Saying No Respectfully,Apply,Partner Story Swap: A Time We Used Words to Help,Evaluate,Making a Class Word Wall of Kind Phrases,Create,Celebrate with a “We Use Our Words” Skit or Song,Reflect
1,SEL,9,Making Safe Choices,Recognize risky situations and seek help when needed.,"safety awareness, asking for help, self-control",What Is a Safe Choice?,Remember,Safe or Unsafe? Picture Sort,Understand,Who Can Help Me Stay Safe?,Remember,Learning When to Say “No”,Apply,Practicing Asking for Help,Apply,Storytime: A Character Makes a Safe Choice,Understand,"Setting Boundaries: What’s Okay, What’s Not?",Analyze,"Create a Safety Stoplight (Red = Stop, Green = Go)",Create,Role Play: Saying No or Walking Away,Apply,Safe Choices at School vs. Home,Analyze,Emergency vs. Everyday Problems,Understand,Practice Scenarios: Who Can I Ask for Help?,Apply,Create a Personal Safety Plan,Create,Drawing a Time I Made a Safe Choice,Reflect,Safety Pledge Activity,Create,Partner Discussion: What Would You Do?,Evaluate,"Review Game: Safe, Unsafe, or Unsure",Analyze,“My Helpers” Poster Project,Create,Share One Way You Stay Safe,Reflect,Celebrate Safe Choice Superstars,Reflect
1,SEL,10,Working Together,Collaborate to complete tasks and solve problems.,"teamwork, collaboration, shared goals",What Does It Mean to Work Together?,Remember,Why Teamwork Is Important,Understand,"Same Goal, Different Roles",Understand,Taking Turns to Get It Done,Apply,Partner Practice: Let’s Build Something!,Apply,Storytime: A Team Solves a Problem,Understand,Group Game: Everyone Helps,Apply,Drawing a Great Team in Action,Apply,Listening While Working Together,Apply,Problem-Solving in Groups,Analyze,Team Job Cards (Assigning Roles),Apply,What Happens When We Don’t Work Together?,Analyze,Writing or Dictating a Time I Worked With Others,Create,Building a Class Puzzle or Project,Create,Partner Reflection: What Helped Us Succeed?,Reflect,Designing a Team Flag or Logo,Create,Class Brainstorm: What Makes a Good Team?,Evaluate,Team Relay or Collaboration Challenge,Apply,Sharing Our Best Teamwork Moments,Reflect,Teamwork Awards Ceremony,Reflect
1,SEL,11,Caring for Myself & Others,Show kindness to self and others through daily actions.,"responsibility, compassion, self-care",What Does It Mean to Care?,Remember,Caring for My Body and Mind,Understand,Helping Others Feels Good,Understand,Self-Care vs. Helping Others,Analyze,Making a Kindness Choice Today,Apply,Drawing or Writing About a Caring Act,Create,Storytime: Someone Who Showed Compassion,Understand,Daily Routines That Show Responsibility,Apply,"Partner Practice: Kind Words, Gentle Actions",Apply,"Sorting: Kind, Caring, or Thoughtless?",Analyze,My Kindness Checklist,Create,Role Play: Helping a Classmate,Apply,What Does Self-Respect Look Like?,Analyze,Sharing a Time I Took Care of Something Important,Reflect,Compliment Circle: One Thing I Appreciate About You,Apply,Create a “Caring Choices” Mural,Create,My Plan to Show More Kindness This Week,Create,Reflecting on Someone Who Took Care of Me,Reflect,We Take Care of Each Other Class Chant,Evaluate,Kindness & Care Celebration,Reflect
1,SEL,12,"Looking Back, Looking Forward",Reflect on personal growth and set a goal for the future.,"reflection, celebration, goal setting",What Did I Learn This Year?,Remember,My Favorite SEL Moments,Understand,"Growth Reflection: What Was Hard, What Got Easier",Analyze,Class Timeline: Our SEL Journey,Create,Partner Talk: What We Learned From Each Other,Apply,Looking Back: Drawing My Proudest Moment,Create,SEL Word Wall Review Game,Understand,Writing or Dictating: “This Year I Grew Because…”,Reflect,Goal Brainstorm: What’s Next for Me?,Apply,My Personal Goal Flower (Petals = Steps to Reach It),Create,Sharing Goals with a Partner,Apply,Making a “Next Year I Will…” Poster,Create,Celebration Circle: Our Favorite Lessons,Reflect,Compliment Cards for Classmates,Create,Class Mural: “We Are Growing Together”,Create,Memory Book Page: About Me This Year,Create,Video or Photo Reflection Time,Reflect,Final Sharing Circle: One Thing I’ll Remember,Reflect,Goal-Setting Pledge,Evaluate,End-of-Year SEL Celebration,Reflect
2,Math,1,"Numbers to 1,000","Read, write, and represent numbers up to 1,000 using place value concepts.","number sense, place value, expanded form",Reviewing Place Value to 100,Remember,"Understanding Hundreds, Tens, and Ones",Understand,Identifying the Value of a Digit,Apply,Reading and Writing Numbers to 200,Apply,Using Base-Ten Blocks to Represent Numbers,Apply,Comparing Two-Digit Numbers,Analyze,Exploring Number Patterns by 10s and 100s,Understand,Reading and Writing Numbers to 500,Apply,Expanding Numbers Using Place Value,Apply,"Using Number Lines to 1,000",Apply,"Writing Numbers in Standard, Word, and Expanded Form",Apply,"Comparing Numbers to 1,000",Analyze,Estimating Numbers with Rounding,Analyze,Building a 3-Digit Number from Clues,Evaluate,Identifying Errors in Number Forms,Evaluate,"Skip Counting by 5s, 10s, 100s",Apply,Modeling Real-World Place Value Problems,Apply,Designing a Place Value Poster,Create,Explaining Place Value Strategies,Evaluate,Unit 1 Review and Reflection,Evaluate
2,Math,2,Place Value & Number Patterns,Use base-ten blocks and number lines to explore place value and skip-counting.,"skip counting, digit value, patterns",Exploring Polygons,Remember,Naming Sides and Angles,Understand,Identifying Parallel and Perpendicular Lines,Understand,Sorting Shapes by Properties,Apply,Classifying Quadrilaterals,Understand,"Exploring Trapezoids, Rhombuses, and Squares",Understand,Using Shape Sorting Cards,Understand,Creating a Shape Collage,Apply,Building Polygons with Straw Connectors,Apply,Identifying Symmetry,Understand,Folding Shapes to Find Lines of Symmetry,Apply,Counting Vertices and Sides,Apply,Comparing 2D Shapes,Analyze,Using Grid Paper to Draw Shapes,Understand,Identifying Irregular Shapes,Understand,Shape Riddle Challenge,Apply,Organizing Shape Data in Tables,Create,Explaining Classification Rules,Analyze,Exploring Real-Life Shape Examples,Evaluate,Shape Sorting Reflection,Create
2,Math,3,Addition & Subtraction with Regrouping,Solve two-digit addition and subtraction problems using regrouping strategies.,"regrouping, equations, math vocabulary",Understanding Repeating vs Growing Patterns,Remember,Skip Counting with Numbers and Pictures,Understand,Identifying Patterns in Number Charts,Apply,Using Rules to Extend Patterns,Understand,Creating Patterns with Shapes and Numbers,Apply,Finding Errors in Number Patterns,Apply,Exploring Even and Odd Patterns,Understand,Patterns in Addition and Multiplication Tables,Apply,Predicting the Next Step in a Pattern,Apply,Describing Patterns Using Words and Numbers,Create,Solving Patterns with Missing Numbers,Analyze,Classifying Patterns by Type,Analyze,Designing Our Own Growing Pattern,Apply,Patterns in the Real World,Create,Exploring Fibonacci and Fun Patterns,Create,Explaining a Pattern Strategy,Apply,Creating Pattern Art,Analyze,Pattern Games and Review,Evaluate,Pattern Sort Challenges,Create,Presenting Our Pattern Projects,Evaluate
2,Math,4,Problem Solving with Money,Use coins and bills to solve addition and subtraction problems involving money.,"coin identification, money math, real-world math","Reviewing Place Value to 1,000",Remember,Skip Counting by 10s and 100s,Understand,Solving Two-Digit Addition Problems,Apply,Solving Two-Digit Subtraction Problems,Apply,Using Open Number Lines,Apply,Exploring Mental Math Strategies,Apply,Drawing Base-Ten Blocks for Problems,Apply,Using Bar Models for Word Problems,Apply,Choosing the Correct Operation,Analyze,Modeling Part-Part-Whole Relationships,Apply,Writing Equations from Stories,Remember,Explaining Problem-Solving Steps,Analyze,Comparing Problem Strategies,Apply,Solving Multi-Step Problems,Create,Creating Real-World Math Problems,Create,Using Checklists to Solve,Apply,Peer Review and Feedback,Apply,Math Games: Operations Edition,Evaluate,Strategy Poster Creation,Apply,Mid-Year Review: Show What You Know,Evaluate
2,Math,5,"Time, Calendars & Schedules",Tell time to 5 minutes and interpret simple schedules and calendars.,"time reading, sequencing, elapsed time",Adding 2-Digit Numbers without Regrouping,Understand,Adding 2-Digit Numbers with Regrouping,Apply,Subtracting 2-Digit Numbers without Regrouping,Apply,Subtracting 2-Digit Numbers with Regrouping,Apply,Solving Addition Word Problems,Apply,Solving Subtraction Word Problems,Apply,Using Open Number Lines for Addition,Apply,Using Base-Ten Blocks to Subtract,Create,Comparing Two Strategies,Analyze,Writing Equations to Match Word Problems,Apply,Choosing the Correct Operation,Understand,Solving Problems with Missing Values,Apply,Solving Two-Step Word Problems,Apply,Explaining Our Math Thinking,Apply,Checking Work with the Opposite Operation,Apply,Designing Our Own Problems,Analyze,Peer Solving and Feedback,Analyze,Playing Operations Games,Evaluate,Strategy Reflection Journals,Apply,Operations Showcase Day,Evaluate
2,Math,6,Measurement in Inches & Centimeters,Measure and compare length using standard tools and units.,"measurement, unit selection, comparison","Reviewing Inches, Feet, and Yards",Apply,Estimating and Measuring Length,Apply,Comparing Measurements Using Tools,Apply,Solving Measurement Word Problems,Understand,Using Inches and Centimeters,Analyze,Working with Grams and Kilograms,Apply,Solving Weight Problems,Understand,Exploring Volume with Liters,Apply,Converting Between Measurement Units,Analyze,Telling Time to 5 Minutes,Apply,Using Time to Solve Problems,Understand,Reading and Making Schedules,Analyze,Counting Money: Coins and Bills,Understand,Solving Money Word Problems,Remember,Using Data from Tables in Problems,Apply,Designing a Measurement Challenge,Apply,Explaining Measurement Strategies,Apply,Partner Projects: Measuring the Classroom,Analyze,Measurement Games,Evaluate,Real-Life Measurement Reflection,Create
2,Math,7,Geometry & Attributes of Shapes,"Describe, compare, and draw 2D and 3D shapes based on sides and angles.","geometry, classification, shape attributes",Understanding Fractions as Equal Parts,Understand,Identifying Halves and Fourths,Apply,Partitioning Shapes into Equal Pieces,Apply,Using Fraction Strips to Represent Parts,Apply,Writing Fractions Using Numbers and Symbols,Apply,Comparing Fractions with Pictures,Analyze,Explaining How Shapes are Divided,Apply,Finding Fractions in the Real World,Understand,Coloring Fraction Models,Apply,Drawing and Labeling Fractions,Analyze,Sorting Shapes by Fractional Parts,Apply,Identifying Unit Fractions,Create,Exploring Thirds and Sixths,Apply,Using Number Lines to Show Fractions,Apply,Reading and Matching Word and Symbol Fractions,Create,Creating a Fraction Poster,Analyze,Solving Simple Fraction Word Problems,Evaluate,Explaining Fraction Reasoning,Apply,Review Game: Fractions,Evaluate,Sharing Our Fraction Projects,Create
